record_id,date,Nama Gedung,Lantai,Hasil Ukur Suhu (Celsius)_mean,Hasil Ukur Suhu (Celsius)_max,Hasil Ukur Suhu (Celsius)_min,Hasil Ukur Suhu (Celsius)_std,Hasil Ukur Suhu (Celsius)_count,level,system_type,meter_id,building,category,description,source_file,file_path,processed_ts
2938,2024-08-13,WITEL,8,27.8,30,26,1.64,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2939,2024-08-14,OPMC,2,26.75,29,25,1.71,4,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2940,2024-08-14,OPMC,3,28.0,29,27,1.0,3,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2941,2024-08-14,OPMC,5,25.38,30,20,3.5,8,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2942,2024-08-14,OPMC,6,27.33,30,21,2.74,12,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2943,2024-08-14,STO,1,26.55,30,19,2.76,47,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2944,2024-08-14,WITEL,1,27.25,31,23,2.42,12,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2945,2024-08-14,WITEL,2,24.25,30,19,4.06,8,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2946,2024-08-14,WITEL,3,24.57,30,21,3.41,7,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2947,2024-08-14,WITEL,4,25.0,30,18,4.69,5,L4,TEMP_SENSOR,251401004,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2948,2024-08-14,WITEL,5,26.1,30,22,2.47,10,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2949,2024-08-14,WITEL,6,26.1,28,21,2.33,10,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2950,2024-08-14,WITEL,7,25.87,29,21,2.59,15,L7,TEMP_SENSOR,251401007,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2951,2024-08-14,WITEL,8,27.8,29,26,1.3,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2952,2024-08-15,OPMC,2,27.25,28,25,1.5,4,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2953,2024-08-15,OPMC,3,27.0,28,26,1.0,3,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2954,2024-08-15,OPMC,5,23.75,26,20,2.43,8,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2955,2024-08-15,OPMC,6,26.0,28,21,1.91,12,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2956,2024-08-15,STO,1,25.87,30,18,2.82,47,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2957,2024-08-15,WITEL,1,28.5,33,25,1.98,12,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2958,2024-08-15,WITEL,2,23.88,27,20,2.03,8,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2959,2024-08-15,WITEL,3,23.57,27,21,2.44,7,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2960,2024-08-15,WITEL,4,24.2,29,20,3.7,5,L4,TEMP_SENSOR,251401004,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2961,2024-08-15,WITEL,5,26.0,31,18,4.0,10,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2962,2024-08-15,WITEL,6,25.9,30,21,2.96,10,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2963,2024-08-15,WITEL,7,26.07,29,21,2.4,15,L7,TEMP_SENSOR,251401007,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2964,2024-08-15,WITEL,8,27.2,29,26,1.3,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2965,2024-08-16,OPMC,2,27.0,28,25,1.41,4,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2966,2024-08-16,OPMC,3,27.33,28,27,0.58,3,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2967,2024-08-16,OPMC,5,23.62,30,18,4.03,8,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2968,2024-08-16,OPMC,6,27.25,30,23,1.91,12,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2969,2024-08-16,STO,1,26.34,30,20,2.65,47,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2970,2024-08-16,WITEL,1,27.42,32,24,2.15,12,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2971,2024-08-16,WITEL,2,23.75,27,20,2.71,8,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2972,2024-08-16,WITEL,3,24.71,29,21,3.45,7,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2973,2024-08-16,WITEL,4,24.4,27,18,3.78,5,L4,TEMP_SENSOR,251401004,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2974,2024-08-16,WITEL,5,26.3,29,21,3.16,10,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2975,2024-08-16,WITEL,6,26.7,30,21,2.95,10,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2976,2024-08-16,WITEL,7,25.47,30,21,2.97,15,L7,TEMP_SENSOR,251401007,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2977,2024-08-16,WITEL,8,28.2,31,26,2.28,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2978,2024-08-17,OPMC,2,27.5,30,25,2.08,4,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2979,2024-08-17,OPMC,3,27.33,29,26,1.53,3,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2980,2024-08-17,OPMC,5,25.12,30,21,3.14,8,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2981,2024-08-17,OPMC,6,26.92,30,24,1.68,12,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2982,2024-08-17,STO,1,26.11,30,19,2.44,47,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2983,2024-08-17,WITEL,1,28.58,33,25,2.23,12,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2984,2024-08-17,WITEL,2,24.0,29,19,3.66,8,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2985,2024-08-17,WITEL,3,23.86,26,21,2.12,7,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2986,2024-08-17,WITEL,4,25.0,28,22,2.55,5,L4,TEMP_SENSOR,251401004,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2987,2024-08-17,WITEL,5,25.8,29,20,3.05,10,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2988,2024-08-17,WITEL,6,27.2,30,24,2.04,10,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2989,2024-08-17,WITEL,7,26.33,30,21,3.13,15,L7,TEMP_SENSOR,251401007,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2990,2024-08-17,WITEL,8,27.2,29,26,1.1,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2991,2024-08-18,OPMC,2,26.5,28,25,1.29,4,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2992,2024-08-18,OPMC,3,27.67,30,26,2.08,3,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2993,2024-08-18,OPMC,5,24.12,29,18,3.27,8,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2994,2024-08-18,OPMC,6,27.67,30,22,2.53,12,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2995,2024-08-18,STO,1,26.0,30,18,2.95,47,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2996,2024-08-18,WITEL,1,27.42,33,25,2.23,12,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2997,2024-08-18,WITEL,2,24.25,30,19,4.06,8,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2998,2024-08-18,WITEL,3,23.29,27,19,2.98,7,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
2999,2024-08-18,WITEL,4,25.4,29,23,2.61,5,L4,TEMP_SENSOR,251401004,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3000,2024-08-18,WITEL,5,26.5,30,21,3.06,10,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3001,2024-08-18,WITEL,6,25.9,30,21,2.69,10,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3002,2024-08-18,WITEL,7,26.07,31,22,2.76,15,L7,TEMP_SENSOR,251401007,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3003,2024-08-18,WITEL,8,26.6,28,25,1.14,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3004,2024-08-19,OPMC,2,27.75,30,26,1.71,4,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3005,2024-08-19,OPMC,3,27.0,28,26,1.0,3,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3006,2024-08-19,OPMC,5,24.38,29,20,3.2,8,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3007,2024-08-19,OPMC,6,26.67,29,24,1.67,12,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3008,2024-08-19,STO,1,26.7,30,18,2.79,47,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3009,2024-08-19,WITEL,1,28.08,31,24,2.39,12,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3010,2024-08-19,WITEL,2,24.5,29,19,3.34,8,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3011,2024-08-19,WITEL,3,24.14,30,18,4.18,7,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3012,2024-08-19,WITEL,4,24.8,28,21,3.56,5,L4,TEMP_SENSOR,251401004,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3013,2024-08-19,WITEL,5,25.8,29,23,1.93,10,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3014,2024-08-19,WITEL,6,26.2,28,23,1.69,10,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3015,2024-08-19,WITEL,7,26.0,30,21,2.7,15,L7,TEMP_SENSOR,251401007,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3016,2024-08-19,WITEL,8,27.0,30,25,2.35,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3017,2024-08-20,OPMC,2,27.5,30,26,1.73,4,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3018,2024-08-20,OPMC,3,27.0,30,25,2.65,3,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3019,2024-08-20,OPMC,5,23.88,29,18,3.91,8,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3020,2024-08-20,OPMC,6,27.08,29,22,1.98,12,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3021,2024-08-20,STO,1,26.15,30,21,2.38,47,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3022,2024-08-20,WITEL,1,28.0,33,23,2.41,12,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3023,2024-08-20,WITEL,2,23.88,28,20,3.0,8,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3024,2024-08-20,WITEL,3,23.71,30,19,3.73,7,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3025,2024-08-20,WITEL,4,24.8,29,21,3.27,5,L4,TEMP_SENSOR,251401004,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3026,2024-08-20,WITEL,5,24.5,28,18,3.03,10,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3027,2024-08-20,WITEL,6,25.8,30,21,2.57,10,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3028,2024-08-20,WITEL,7,25.53,28,22,1.96,15,L7,TEMP_SENSOR,251401007,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3029,2024-08-20,WITEL,8,27.8,30,25,1.92,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3030,2024-08-21,OPMC,2,27.0,30,25,2.16,4,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3031,2024-08-21,OPMC,3,26.67,27,26,0.58,3,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3032,2024-08-21,OPMC,5,22.5,28,18,3.96,8,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3033,2024-08-21,OPMC,6,27.08,29,24,1.56,12,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3034,2024-08-21,STO,1,26.34,30,19,2.91,47,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3035,2024-08-21,WITEL,1,26.92,31,25,2.11,12,L1,TEMP_SENSOR,251401001,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L1 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3036,2024-08-21,WITEL,2,23.25,30,18,3.65,8,L2,TEMP_SENSOR,251401002,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L2 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3037,2024-08-21,WITEL,3,22.86,29,18,4.3,7,L3,TEMP_SENSOR,251401003,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L3 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3038,2024-08-21,WITEL,4,24.8,28,22,2.39,5,L4,TEMP_SENSOR,251401004,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L4 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3039,2024-08-21,WITEL,5,25.1,30,18,3.63,10,L5,TEMP_SENSOR,251401005,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L5 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3040,2024-08-21,WITEL,6,26.3,30,21,3.33,10,L6,TEMP_SENSOR,251401006,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L6 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3041,2024-08-21,WITEL,7,26.07,30,20,3.53,15,L7,TEMP_SENSOR,251401007,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L7 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
3042,2024-08-21,WITEL,8,28.0,30,26,1.87,5,L8,TEMP_SENSOR,251401008,WITEL,TEMPERATURE,WITEL TEMP_SENSOR L8 Daily Temperature Data,survey_suhu_2024_daily2.csv,project/data/raw/temperature/,2025-08-06 19:43:18
