timestamp,Lantai_No,Ruangan,Occupansi
18/06/2024,2,Warroom,1
18/06/2024,1,Toilet Pria Samping Lift,8
18/06/2024,4,Rapat WOC,0
18/06/2024,4,WOC,1
18/06/2024,6,DBT 2 OPMC Pantry 2,7
18/06/2024,6,DBT 2 OPMC Musshola,9
18/06/2024,8,Kamar mandi wanita,3
18/06/2024,4,Toilet Laki - Laki,9
18/06/2024,3,Manager CC,10
18/06/2024,4,Rapat WOC,6
18/06/2024,1,Toilet Pria Lobby,9
18/06/2024,6,Wudhu,7
18/06/2024,3,Tempat Wudhu Wanita,4
18/06/2024,8,Kamar mandi wanita,0
18/06/2024,8,Kamar mandi pria,3
18/06/2024,6,DBT 2 OPMC Project 2,8
18/06/2024,7,Ruang Istirahat,4
18/06/2024,6,Pimpinan,6
18/06/2024,1,Satpam,4
18/06/2024,1,Lobby,10
18/06/2024,7,Ruang Lift,0
18/06/2024,7,Ruang Lift,2
18/06/2024,6,Manager Kopeg Tel,4
18/06/2024,6,DBT 2 OPMC Meeting 2,10
18/06/2024,5,Finance,8
18/06/2024,6,DBT 2 OPMC Meeting 1,4
18/06/2024,6,Working Space,18
18/06/2024,6,DBT 2 OPMC Project 1,5
18/06/2024,4,Manager Arnet,5
18/06/2024,7,Meeting 1,17
18/06/2024,7,Ruang Pantry,2
18/06/2024,6,Loker Wanita,3
18/06/2024,2,Lobby,3
18/06/2024,2,Pantry belakang OPMC,3
18/06/2024,7,Ruang SL 1,11
18/06/2024,6,Kamar Mandi Wanita,2
18/06/2024,1,Pool KBM,1
18/06/2024,8,Pantry,5
18/06/2024,7,Ruang Dapur,3
18/06/2024,2,Business service,8
18/06/2024,6,DBT 2 OPMC Project 1,4
18/06/2024,6,DBT 2 OPMC Musshola,5
18/06/2024,6,DBT 2 OPMC Pantry,1
18/06/2024,4,Pantry OPMC Belakang,2
18/06/2024,7,Ruang Meeting 4,12
18/06/2024,7,Ruang Working Space,10
18/06/2024,8,Evakuasi,7
18/06/2024,3,Rapat CC,5
18/06/2024,6,DBT 2 OPMC Pantry,6
18/06/2024,2,Rapat Besar,9
18/06/2024,3,Koridor Witel dan OPMC,8
18/06/2024,6,Kamar Mandi Pria,1
18/06/2024,6,Wudhu,2
18/06/2024,6,Server,7
18/06/2024,1,P3K,10
18/06/2024,5,Rapat,0
18/06/2024,2,Fosikatel,10
18/06/2024,6,Kamar Mandi Wanita,1
18/06/2024,7,Ruang Nursery,2
18/06/2024,6,DBT 2 OPMC Lobby,5
18/06/2024,7,Ruang Lobby,4
18/06/2024,7,Ruang Istirahat,6
18/06/2024,6,Dapur,12
18/06/2024,6,Penyimpanan,7
18/06/2024,4,Toilet Perempuan,2
18/06/2024,8,Aula Dalam,11
18/06/2024,3,DKM,6
18/06/2024,3,HR,1
18/06/2024,3,CC,9
18/06/2024,4,HR,8
18/06/2024,8,Aula Luar,2
18/06/2024,3,Masjid,9
18/06/2024,5,GS,5
18/06/2024,7,Koridor,10
18/06/2024,6,Pantry 2,4
18/06/2024,2,Business service,6
18/06/2024,2,DGM,1
18/06/2024,6,Pimpinan,4
18/06/2024,4,Manager Arnet,9
18/06/2024,7,Toilet Wanita,4
18/06/2024,2,GM,7
18/06/2024,3,Toilet Laki,2
18/06/2024,4,Rapat Arnet,3
18/06/2024,7,Toilet Wanita,1
18/06/2024,4,Pantry OPMC Belakang,5
18/06/2024,6,DBT Lorong,4
18/06/2024,8,Fitness,3
18/06/2024,7,Ruang SL 1,4
18/06/2024,6,Server,1
18/06/2024,6,Manager Kopeg Tel,10
18/06/2024,6,Meeting,5
18/06/2024,2,Gudang WAN,2
18/06/2024,2,DGM,7
18/06/2024,2,Gen Y Corner,12
18/06/2024,2,Rapat Kecil,10
18/06/2024,1,Parkir Motor,1
18/06/2024,6,Lobby,6
18/06/2024,6,DBT 2 OPMC Bigbox,6
18/06/2024,6,Istirahat,10
18/06/2024,2,Pantry belakang OPMC,7
18/06/2024,4,Manager WOC Depan,0
18/06/2024,7,Ruang Meeting 3,13
18/06/2024,6,Meeting 2,5
18/06/2024,6,DBT 2 OPMC Helpdesk,4
18/06/2024,6,Tunggu,3
18/06/2024,7,Ruang Nursery,6
18/06/2024,2,Gen Y Corner,10
18/06/2024,7,Ruang Smoking,18
18/06/2024,6,Tunggu,0
18/06/2024,1,Toilet Wanita Samping Lift,8
18/06/2024,7,Ruang Smoking,9
18/06/2024,2,Warroom,9
18/06/2024,5,Paycall,5
18/06/2024,5,Manager GS,7
18/06/2024,6,Working Space,7
18/06/2024,3,Rapat HR,1
18/06/2024,6,Pantry 2,1
18/06/2024,1,Gudang,1
18/06/2024,1,Pompa,3
18/06/2024,2,WAN,7
18/06/2024,7,Meeting 1,8
18/06/2024,3,Digital Lab,8
18/06/2024,4,Manager WOC Belakang,3
18/06/2024,2,Koridor OPMC,6
18/06/2024,4,Toilet Laki - Laki,5
18/06/2024,4,WOC,4
18/06/2024,1,Pantry DBS,3
18/06/2024,1,Indibiz,8
18/06/2024,4,Rapat Arnet,2
18/06/2024,6,Monitor Control,7
18/06/2024,7,Ruang Lobby,10
18/06/2024,6,Musshola,6
18/06/2024,8,Evakuasi,1
18/06/2024,2,Rapat Besar,14
18/06/2024,4,Toilet Perempuan,0
18/06/2024,4,Big Box,1
18/06/2024,6,DBT 2 OPMC Helpdesk,1
18/06/2024,1,Workshop,2
18/06/2024,6,Monitor Control,0
18/06/2024,7,Koridor,6
18/06/2024,1,DBS,4
18/06/2024,2,Lobby,2
18/06/2024,3,Koridor Witel dan OPMC,5
18/06/2024,6,DBT 2 OPMC Istirahat,6
18/06/2024,6,DBT 2 OPMC Operational Video Wall,5
18/06/2024,2,Gudang WAN,6
18/06/2024,3,Toilet Perempuan,8
18/06/2024,7,Ruang Meeting 2,5
18/06/2024,4,Anet,20
18/06/2024,8,Aula Dalam,6
18/06/2024,3,Toilet Laki,9
18/06/2024,6,Musshola,8
18/06/2024,6,Istirahat,15
18/06/2024,2,WAN,12
18/06/2024,7,Ruang Pantry,3
18/06/2024,8,Aula Luar,6
18/07/2024,6,DBT Lorong,4
18/07/2024,1,Parkir Motor,1
18/07/2024,6,DBT 2 OPMC Project 3,10
18/07/2024,1,Satpam,1
18/07/2024,2,Business service,5
18/07/2024,2,Fosikatel,10
18/07/2024,7,Ruang SL 3,12
18/07/2024,2,DGM,6
18/07/2024,6,DBT 2 OPMC Project 2,4
18/07/2024,7,Koridor,8
18/07/2024,7,Ruang SL 1,8
18/07/2024,6,Dapur,6
18/07/2024,8,Aula Dalam,10
18/07/2024,1,Indibiz,10
18/07/2024,4,Pantry OPMC Belakang,1
18/07/2024,2,WAN,1
18/07/2024,4,Manager Arnet,3
18/07/2024,5,Manager,9
18/07/2024,1,Toilet Pria Samping Lift,2
18/07/2024,6,DBT 2 OPMC Project 4,10
18/07/2024,6,Penyimpanan,2
18/07/2024,5,Manager GS,10
18/07/2024,2,Gudang WAN,8
18/07/2024,4,HR,15
18/07/2024,2,Koridor OPMC,6
18/07/2024,5,Rapat,2
18/07/2024,3,Toilet Laki,7
18/07/2024,4,Big Box,5
18/07/2024,8,Evakuasi,8
18/07/2024,7,Ruang Meeting 4,10
18/07/2024,2,WAN,6
18/07/2024,2,Koridor OPMC,12
18/07/2024,6,DBT 2 OPMC Storage,3
18/07/2024,6,Monitor Control,9
18/07/2024,6,DBT 2 OPMC Musshola,1
18/07/2024,2,Business service,1
18/07/2024,6,Musshola,8
18/07/2024,2,Makan,2
18/07/2024,6,DBT 2 OPMC Project 1,10
18/07/2024,6,DBT 2 OPMC Musshola,2
18/07/2024,4,Manager WOC Depan,5
18/07/2024,1,Workshop,3
18/07/2024,7,Toilet Pria,1
18/07/2024,3,CC,14
18/07/2024,5,Manager GS,4
18/07/2024,8,Kamar mandi wanita,3
18/07/2024,6,DBT 2 OPMC Pantry 2,2
18/07/2024,5,GS,5
18/07/2024,5,Paycall,5
18/07/2024,2,Rapat Kecil,7
18/07/2024,7,Ruang Pantry,1
18/07/2024,6,Pantry 2,4
18/07/2024,7,Ruang Meeting 2,5
18/07/2024,4,Koridor Witel dan OPMC,18
18/07/2024,6,Kamar Mandi Wanita,2
18/07/2024,8,Kamar mandi pria,3
18/07/2024,3,DKM,1
18/07/2024,2,GM,13
18/07/2024,4,Rapat WOC,14
18/07/2024,3,Rapat HR,4
18/07/2024,7,Ruang SL 2,8
18/07/2024,4,Manager Arnet,10
18/07/2024,2,Pantry belakang OPMC,10
18/07/2024,3,Tempat Wudhu Pria,8
18/07/2024,2,Gen Y Corner,7
18/07/2024,3,Masjid,14
18/07/2024,4,Manager WOC Belakang,7
18/07/2024,8,Aula Luar,9
18/07/2024,3,DKM,10
18/07/2024,7,Meeting 1,8
18/07/2024,6,Manager Kopeg Tel,4
18/07/2024,4,Toilet Perempuan,3
18/07/2024,7,Ruang Lift,10
18/07/2024,6,Pimpinan,7
18/07/2024,7,Ruang Smoking,5
18/07/2024,6,Pantry 2,8
18/07/2024,6,Istirahat,7
18/07/2024,6,Pimpinan,3
18/07/2024,3,Koridor Witel dan OPMC,1
18/07/2024,3,Tempat Wudhu Wanita,3
18/07/2024,4,Toilet Perempuan,0
18/07/2024,8,Aula Luar,14
18/07/2024,3,Toilet Laki,9
18/07/2024,1,Lobby,6
18/07/2024,3,Rapat CC,5
18/07/2024,1,P3K,10
18/07/2024,6,Dapur,8
18/07/2024,5,Manager,10
18/07/2024,6,Istirahat,12
18/07/2024,6,Lobby,3
18/07/2024,1,Pantry DBS,2
18/07/2024,6,DBT 2 OPMC Istirahat,8
18/07/2024,6,Monitor Control,6
18/07/2024,8,Kamar mandi wanita,5
18/07/2024,8,Pantry,9
18/07/2024,6,Server,2
18/07/2024,7,Ruang SL 2,11
18/07/2024,2,Lobby,10
18/07/2024,7,Ruang Lift,1
18/07/2024,7,Toilet Pria,7
18/07/2024,6,DBT 2 OPMC Project 3,3
18/07/2024,1,Toilet Pria Lobby,3
18/07/2024,7,Ruang Istirahat,6
18/07/2024,3,Manager CC,5
18/07/2024,4,Anet,14
18/07/2024,7,Ruang Working Space,70
18/07/2024,8,Fitness,19
18/07/2024,3,Rapat HR,7
18/07/2024,6,DBT 2 OPMC Istirahat,12
18/07/2024,5,Finance,4
18/07/2024,6,Meeting 2,17
18/07/2024,4,Pantry OPMC Belakang,2
18/07/2024,7,Ruang SL 1,3
18/07/2024,4,Manager WOC Belakang,1
18/07/2024,2,Rapat Besar,1
18/07/2024,6,DBT 2 OPMC Meeting 2,6
18/07/2024,8,Aula Dalam,2
18/07/2024,6,DBT 2 OPMC Pantry,8
18/07/2024,6,DBT 2 OPMC Pantry,10
18/07/2024,7,Ruang Nursery,10
18/07/2024,7,Ruang Pantry,2
18/07/2024,2,Warroom,18
18/07/2024,1,Gudang,3
18/07/2024,6,Meeting,9
18/07/2024,6,Manager Kopeg Tel,8
18/07/2024,4,Manager WOC Depan,10
18/07/2024,6,Working Space,14
18/07/2024,6,DBT 2 OPMC Helpdesk,5
18/07/2024,3,Toilet Perempuan,2
18/07/2024,3,Digital Lab,3
18/07/2024,8,Pantry,8
18/07/2024,6,DBT 2 OPMC Meeting 1,2
18/07/2024,3,Masjid,286
18/07/2024,1,Toilet Wanita Lobby,8
18/07/2024,4,WOC,0
18/07/2024,6,Istirahat,4
18/07/2024,6,Meeting 2,3
18/07/2024,2,Tamu,7
18/07/2024,3,Tempat Wudhu Wanita,4
18/07/2024,7,Ruang Working Space,13
18/07/2024,7,Koridor,0
18/07/2024,5,Finance,8
18/07/2024,6,Server,7
18/07/2024,7,Ruang Nursery,3
18/07/2024,4,Anet,9
18/07/2024,2,Lobby,1
18/07/2024,6,DBT 2 OPMC Project 4,5
18/07/2024,6,DBT 2 OPMC Lobby,1
18/07/2024,2,Tamu,6
18/07/2024,3,Rapat CC,2
18/07/2024,6,Istirahat,2
18/07/2024,7,Ruang Lobby,13
18/07/2024,2,Rapat Besar,27
18/07/2024,7,Toilet Wanita,8
18/07/2024,2,Makan,9
18/07/2024,7,Ruang Smoking,15
18/07/2024,2,GM,5
18/07/2024,6,DBT 2 OPMC Operational Video Wall,1
18/07/2024,7,Toilet Wanita,2
18/07/2024,4,Rapat Arnet,1
18/07/2024,3,Digital Lab,10
18/07/2024,6,DBT 2 OPMC Project 2,0
18/07/2024,2,Gudang WAN,9
18/07/2024,4,HR,7
18/07/2024,6,DBT 2 OPMC Lobby,4
18/07/2024,3,HR,9
18/07/2024,6,Lobby,4
18/07/2024,8,Kamar mandi pria,4
18/07/2024,6,Loker Wanita,3
18/07/2024,6,DBT 2 OPMC Meeting 2,3
18/07/2024,4,Rapat WOC,7
18/07/2024,4,Koridor Witel dan OPMC,2
18/07/2024,2,Rapat Kecil,14
18/07/2024,6,Tunggu,4
18/07/2024,7,Ruang SL 3,8
18/07/2024,7,Ruang Meeting 4,8
18/07/2024,2,DGM,5
18/07/2024,5,GS,3
18/07/2024,6,DBT 2 OPMC Project 1,5
18/07/2024,6,DBT 2 OPMC Operational Video Wall,10
18/07/2024,6,DBT Lorong,1
18/07/2024,4,Toilet Laki - Laki,4
18/07/2024,6,Loker Wanita,4
18/07/2024,6,Wudhu,7
18/07/2024,6,Meeting,2
18/07/2024,2,Fosikatel,8
18/07/2024,4,WOC,7
18/07/2024,4,Rapat Arnet,11
18/07/2024,6,Working Space,8
18/07/2024,6,DBT 2 OPMC Working Space,14
18/07/2024,8,Fitness,2
18/07/2024,6,Tunggu,10
18/07/2024,7,Ruang Meeting 2,14
18/07/2024,3,Manager CC,7
18/07/2024,7,Ruang Dapur,3
18/07/2024,6,Loker Pria,9
18/07/2024,1,Pompa,4
18/07/2024,6,DBT 2 OPMC Helpdesk,1
18/07/2024,6,DBT 2 OPMC Working Space,4
18/07/2024,2,Warroom,10
18/07/2024,4,Big Box,7
18/07/2024,1,DBS,2
18/07/2024,6,DBT 2 OPMC Storage,4
18/07/2024,6,DBT 2 OPMC Pantry 2,8
18/07/2024,7,Ruang Lobby,2
18/07/2024,6,Wudhu,6
18/07/2024,3,Toilet Perempuan,7
18/07/2024,1,SAS,4
18/07/2024,6,DBT 2 OPMC Meeting 1,9
18/07/2024,3,CC,8
18/07/2024,6,Kamar Mandi Pria,2
18/07/2024,7,Ruang Meeting 3,16
18/07/2024,1,Pool KBM,3
18/07/2024,5,Paycall,3
18/07/2024,6,Penyimpanan,6
18/07/2024,6,Loker Pria,3
18/07/2024,6,DBT 2 OPMC Bigbox,6
18/07/2024,3,HR,15
18/07/2024,5,Rapat,9
18/07/2024,1,Toilet Wanita Samping Lift,2
18/07/2024,7,Ruang Meeting 3,13
18/07/2024,8,Evakuasi,4
18/07/2024,4,Toilet Laki - Laki,5
18/07/2024,6,DBT 2 OPMC Bigbox,3
18/07/2024,1,P2Tel,1
18/07/2024,7,Ruang Dapur,13
18/08/2024,1,Toilet Wanita Lobby,7
18/08/2024,3,HR,2
18/08/2024,1,Pool KBM,4
18/08/2024,3,HR,5
18/08/2024,2,GM,5
18/08/2024,4,WOC,9
18/08/2024,3,CC,8
18/08/2024,3,Toilet Perempuan,1
18/08/2024,6,DBT 2 OPMC Pantry 2,1
18/08/2024,3,Digital Lab,19
18/08/2024,7,Ruang Lift,1
18/08/2024,7,Ruang Istirahat,7
18/08/2024,6,Wudhu,10
18/08/2024,6,Kamar Mandi Pria,1
18/08/2024,6,DBT 2 OPMC Storage,2
18/08/2024,4,Manager WOC Depan,7
18/08/2024,6,Istirahat,4
18/08/2024,6,Istirahat,9
18/08/2024,6,Musshola,2
18/08/2024,4,Toilet Perempuan,6
18/08/2024,7,Ruang Meeting 2,11
18/08/2024,2,Gudang WAN,5
18/08/2024,3,DKM,3
18/08/2024,7,Ruang Lift,9
18/08/2024,2,GM,8
18/08/2024,7,Ruang Meeting 4,15
18/08/2024,6,DBT 2 OPMC Project 2,5
18/08/2024,7,Ruang Meeting 4,2
18/08/2024,2,WAN,7
18/08/2024,2,Makan,17
18/08/2024,6,Lobby,7
18/08/2024,2,Tamu,4
18/08/2024,2,Pantry belakang OPMC,1
18/08/2024,1,P2Tel,5
18/08/2024,7,Ruang SL 1,6
18/08/2024,7,Ruang Meeting 2,7
18/08/2024,5,Finance,0
18/08/2024,3,Toilet Laki,3
18/08/2024,7,Ruang Nursery,9
18/08/2024,3,Rapat HR,7
18/08/2024,6,DBT 2 OPMC Project 4,10
18/08/2024,6,Penyimpanan,4
18/08/2024,3,Rapat CC,3
18/08/2024,6,DBT 2 OPMC Working Space,2
18/08/2024,2,Makan,8
18/08/2024,6,DBT 2 OPMC Storage,1
18/08/2024,6,Manager Kopeg Tel,1
18/08/2024,1,Toilet Pria Lobby,1
18/08/2024,2,Rapat Kecil,7
18/08/2024,4,Manager WOC Depan,0
18/08/2024,6,Monitor Control,10
18/08/2024,6,DBT 2 OPMC Bigbox,1
18/08/2024,3,Toilet Perempuan,5
18/08/2024,4,Manager WOC Belakang,5
18/08/2024,6,Penyimpanan,0
18/08/2024,2,Koridor OPMC,5
18/08/2024,6,Meeting,10
18/08/2024,7,Ruang SL 3,8
18/08/2024,3,Koridor Witel dan OPMC,4
18/08/2024,3,DKM,7
18/08/2024,5,Paycall,5
18/08/2024,6,Manager Kopeg Tel,5
18/08/2024,2,Gen Y Corner,4
18/08/2024,7,Ruang Smoking,13
18/08/2024,5,GS,9
18/08/2024,6,DBT 2 OPMC Bigbox,4
18/08/2024,1,Parkir Motor,2
18/08/2024,6,Loker Pria,3
18/08/2024,2,Pantry belakang OPMC,10
18/08/2024,6,DBT 2 OPMC Meeting 1,14
18/08/2024,8,Fitness,20
18/08/2024,6,Kamar Mandi Wanita,3
18/08/2024,6,DBT 2 OPMC Meeting 1,9
18/08/2024,3,Manager CC,7
18/08/2024,3,Masjid,203
18/08/2024,1,Pompa,1
18/08/2024,1,Workshop,1
18/08/2024,3,Toilet Laki,6
18/08/2024,2,Tamu,2
18/08/2024,1,P3K,2
18/08/2024,2,Warroom,19
18/08/2024,6,Meeting 2,8
18/08/2024,5,Manager GS,3
18/08/2024,4,Manager Arnet,8
18/08/2024,4,Big Box,6
18/08/2024,4,Anet,5
18/08/2024,1,Gudang,4
18/08/2024,4,Koridor Witel dan OPMC,15
18/08/2024,7,Toilet Wanita,10
18/08/2024,7,Ruang Pantry,8
18/08/2024,6,Pimpinan,5
18/08/2024,7,Meeting 1,18
18/08/2024,4,Rapat Arnet,0
18/08/2024,5,GS,7
18/08/2024,7,Ruang SL 3,12
18/08/2024,7,Ruang Istirahat,6
18/08/2024,4,Rapat WOC,20
18/08/2024,8,Fitness,9
18/08/2024,2,WAN,6
18/08/2024,6,DBT 2 OPMC Istirahat,14
18/08/2024,7,Ruang Nursery,5
18/08/2024,4,Rapat Arnet,9
18/08/2024,6,Loker Pria,5
18/08/2024,6,Meeting,3
18/08/2024,6,DBT 2 OPMC Pantry,4
18/08/2024,5,Manager,7
18/08/2024,6,DBT 2 OPMC Project 4,6
18/08/2024,1,Satpam,1
18/08/2024,8,Kamar mandi wanita,1
18/08/2024,8,Aula Dalam,5
18/08/2024,2,Warroom,10
18/08/2024,5,Manager,5
18/08/2024,6,DBT 2 OPMC Project 1,5
18/08/2024,3,Manager CC,10
18/08/2024,3,Tempat Wudhu Pria,9
18/08/2024,6,Server,4
18/08/2024,5,Rapat,10
18/08/2024,8,Kamar mandi pria,1
18/08/2024,5,Finance,6
18/08/2024,7,Ruang Lobby,4
18/08/2024,5,Paycall,10
18/08/2024,6,Kamar Mandi Pria,3
18/08/2024,6,Istirahat,10
18/08/2024,2,Lobby,10
18/08/2024,2,Lobby,1
18/08/2024,3,Koridor Witel dan OPMC,28
18/08/2024,7,Ruang Lobby,5
18/08/2024,8,Pantry,9
18/08/2024,6,DBT Lorong,5
18/08/2024,4,Pantry OPMC Belakang,6
18/08/2024,6,Pantry 2,4
18/08/2024,6,Pimpinan,7
18/08/2024,4,HR,5
18/08/2024,4,Pantry OPMC Belakang,5
18/08/2024,6,Musshola,4
18/08/2024,5,Rapat,7
18/08/2024,6,Tunggu,4
18/08/2024,2,DGM,1
18/08/2024,6,Monitor Control,5
18/08/2024,2,Gen Y Corner,12
18/08/2024,8,Aula Luar,3
18/08/2024,7,Ruang Meeting 3,15
18/08/2024,4,Toilet Laki - Laki,6
18/08/2024,6,Working Space,9
18/08/2024,6,Lobby,4
18/08/2024,2,Fosikatel,2
18/08/2024,6,DBT 2 OPMC Project 1,1
18/08/2024,7,Toilet Wanita,1
18/08/2024,2,DGM,20
18/08/2024,6,DBT 2 OPMC Helpdesk,2
18/08/2024,8,Aula Luar,0
18/08/2024,6,Wudhu,9
18/08/2024,7,Koridor,1
18/08/2024,2,Koridor OPMC,15
18/08/2024,6,DBT 2 OPMC Helpdesk,5
18/08/2024,6,DBT 2 OPMC Pantry,6
18/08/2024,6,DBT 2 OPMC Project 3,3
18/08/2024,1,DBS,2
18/08/2024,6,Tunggu,1
18/08/2024,2,Business service,3
18/08/2024,6,Loker Wanita,5
18/08/2024,1,SAS,8
18/08/2024,7,Ruang Working Space,79
18/08/2024,4,Rapat WOC,0
18/08/2024,6,DBT Lorong,4
18/08/2024,6,Meeting 2,12
18/08/2024,6,Server,9
18/08/2024,1,Indibiz,3
18/08/2024,6,Loker Wanita,4
18/08/2024,3,Rapat CC,15
18/08/2024,6,Pantry 2,7
18/08/2024,7,Toilet Pria,1
18/08/2024,6,DBT 2 OPMC Musshola,4
18/08/2024,7,Ruang SL 2,6
18/08/2024,6,DBT 2 OPMC Working Space,4
18/08/2024,7,Meeting 1,10
18/08/2024,6,DBT 2 OPMC Lobby,2
18/08/2024,7,Ruang Dapur,2
18/08/2024,8,Kamar mandi pria,7
18/08/2024,7,Ruang Smoking,4
18/08/2024,7,Ruang SL 1,10
18/08/2024,3,Digital Lab,5
18/08/2024,2,Gudang WAN,6
18/08/2024,7,Ruang Dapur,5
18/08/2024,4,Toilet Laki - Laki,8
18/08/2024,4,Manager Arnet,6
18/08/2024,1,Pantry DBS,9
18/08/2024,6,DBT 2 OPMC Operational Video Wall,1
18/08/2024,1,Lobby,3
18/08/2024,6,Working Space,4
18/08/2024,6,DBT 2 OPMC Pantry 2,3
18/08/2024,4,Anet,7
18/08/2024,8,Aula Dalam,18
18/08/2024,7,Ruang Pantry,2
18/08/2024,2,Rapat Besar,12
18/08/2024,2,Rapat Besar,4
18/08/2024,1,Toilet Wanita Samping Lift,5
18/08/2024,7,Ruang Meeting 3,7
18/08/2024,8,Evakuasi,3
18/08/2024,6,DBT 2 OPMC Meeting 2,3
18/08/2024,8,Pantry,6
18/08/2024,6,Dapur,4
18/08/2024,3,Tempat Wudhu Wanita,3
18/08/2024,6,Istirahat,7
18/08/2024,6,DBT 2 OPMC Project 3,1
18/08/2024,3,Tempat Wudhu Wanita,2
18/08/2024,7,Ruang Working Space,19
18/08/2024,1,Toilet Pria Samping Lift,8
18/08/2024,7,Koridor,5
18/08/2024,7,Toilet Pria,6
18/08/2024,3,Masjid,12
18/08/2024,2,Business service,6
18/08/2024,4,Toilet Perempuan,3
18/08/2024,6,DBT 2 OPMC Istirahat,9
18/08/2024,6,DBT 2 OPMC Musshola,7
18/08/2024,7,Ruang SL 2,8
18/08/2024,3,Rapat HR,20
18/08/2024,4,HR,4
18/08/2024,4,Koridor Witel dan OPMC,2
18/08/2024,3,CC,9
18/08/2024,4,WOC,8
18/08/2024,6,DBT 2 OPMC Operational Video Wall,6
18/08/2024,5,Manager GS,7
18/08/2024,2,Fosikatel,10
18/08/2024,3,Tempat Wudhu Pria,8
18/08/2024,6,Dapur,13
18/08/2024,6,Kamar Mandi Wanita,2
18/08/2024,6,DBT 2 OPMC Lobby,10
18/08/2024,4,Big Box,0
18/09/2024,6,DBT 2 OPMC Musshola,9
18/09/2024,6,DBT Lorong,8
18/09/2024,6,DBT 2 OPMC Istirahat,8
18/09/2024,1,Toilet Pria Lobby,5
18/09/2024,7,Ruang SL 2,3
18/09/2024,2,Gen Y Corner,4
18/09/2024,8,Evakuasi,4
18/09/2024,3,DKM,4
18/09/2024,7,Ruang Meeting 3,15
18/09/2024,8,Fitness,0
18/09/2024,7,Ruang Pantry,7
18/09/2024,8,Kamar mandi wanita,4
18/09/2024,6,Lobby,6
18/09/2024,6,DBT 2 OPMC Helpdesk,5
18/09/2024,6,DBT 2 OPMC Storage,9
18/09/2024,3,Rapat CC,10
18/09/2024,2,Tamu,7
18/09/2024,8,Fitness,8
18/09/2024,4,Anet,4
18/09/2024,6,Meeting,6
18/09/2024,7,Ruang SL 2,12
18/09/2024,8,Aula Luar,1
18/09/2024,7,Ruang Meeting 3,11
18/09/2024,2,Gudang WAN,4
18/09/2024,3,Rapat HR,1
18/09/2024,2,Business service,4
18/09/2024,6,Manager Kopeg Tel,10
18/09/2024,7,Ruang Smoking,20
18/09/2024,5,Paycall,5
18/09/2024,6,DBT 2 OPMC Pantry 2,9
18/09/2024,2,Rapat Kecil,14
18/09/2024,4,Anet,9
18/09/2024,6,DBT 2 OPMC Working Space,1
18/09/2024,6,DBT 2 OPMC Operational Video Wall,2
18/09/2024,6,DBT 2 OPMC Lobby,9
18/09/2024,5,Manager GS,2
18/09/2024,4,Rapat Arnet,15
18/09/2024,1,Gudang,4
18/09/2024,5,Rapat,8
18/09/2024,3,Toilet Laki,2
18/09/2024,2,GM,9
18/09/2024,7,Ruang Istirahat,1
18/09/2024,2,Fosikatel,7
18/09/2024,8,Aula Dalam,8
18/09/2024,7,Koridor,5
18/09/2024,3,Tempat Wudhu Pria,12
18/09/2024,6,Pimpinan,4
18/09/2024,3,Masjid,246
18/09/2024,2,Warroom,3
18/09/2024,6,DBT 2 OPMC Lobby,1
18/09/2024,4,Manager WOC Belakang,0
18/09/2024,2,DGM,7
18/09/2024,7,Toilet Pria,8
18/09/2024,1,Toilet Wanita Samping Lift,3
18/09/2024,3,Manager CC,2
18/09/2024,8,Kamar mandi pria,0
18/09/2024,3,Digital Lab,5
18/09/2024,2,WAN,12
18/09/2024,7,Ruang Istirahat,5
18/09/2024,6,Tunggu,4
18/09/2024,6,DBT 2 OPMC Pantry,9
18/09/2024,4,Rapat WOC,10
18/09/2024,6,DBT 2 OPMC Meeting 1,11
18/09/2024,4,WOC,10
18/09/2024,2,DGM,10
18/09/2024,6,Loker Wanita,7
18/09/2024,2,Rapat Besar,13
18/09/2024,4,Rapat WOC,7
18/09/2024,7,Ruang Meeting 4,10
18/09/2024,6,DBT 2 OPMC Bigbox,8
18/09/2024,7,Meeting 1,1
18/09/2024,6,Lobby,9
18/09/2024,2,Gudang WAN,2
18/09/2024,6,DBT 2 OPMC Project 2,3
18/09/2024,6,DBT Lorong,7
18/09/2024,7,Ruang Smoking,9
18/09/2024,7,Ruang Dapur,2
18/09/2024,4,Koridor Witel dan OPMC,0
18/09/2024,2,Lobby,1
18/09/2024,6,Meeting 2,4
18/09/2024,4,Manager WOC Depan,1
18/09/2024,6,DBT 2 OPMC Bigbox,0
18/09/2024,6,Istirahat,9
18/09/2024,4,Manager WOC Depan,7
18/09/2024,6,DBT 2 OPMC Pantry,1
18/09/2024,7,Ruang Meeting 2,9
18/09/2024,6,Pantry 2,2
18/09/2024,1,Pool KBM,4
18/09/2024,3,Koridor Witel dan OPMC,7
18/09/2024,6,DBT 2 OPMC Meeting 2,9
18/09/2024,8,Pantry,10
18/09/2024,6,DBT 2 OPMC Project 1,9
18/09/2024,1,SAS,8
18/09/2024,6,Loker Wanita,5
18/09/2024,6,Musshola,10
18/09/2024,6,Istirahat,10
18/09/2024,6,DBT 2 OPMC Project 2,4
18/09/2024,3,Toilet Perempuan,4
18/09/2024,4,Pantry OPMC Belakang,6
18/09/2024,7,Ruang Nursery,7
18/09/2024,4,Toilet Laki - Laki,2
